time (seconds),uncal_x,uncal_y,uncal_z,cal_x,cal_y,cal_z
0.00557398796081543,-0.920166015625,0.052978515625,-0.23779296875,-1.0157200546679688,0.007983920959472653,0.019638626347656257
0.01107931137084961,-0.912841796875,0.043212890625,-0.240966796875,-1.0083963193164063,-0.0017770838256835966,0.016542089697265616
0.01658034324645996,-0.8994140625,0.04345703125,-0.236083984375,-0.994969471171875,-0.0015330587060546907,0.02130599223632812
0.02287745475769043,-0.90478515625,0.03662109375,-0.23779296875,-1.0003402104296875,-0.008365762055664062,0.019638626347656257
0.02833867073059082,-0.91455078125,0.04541015625,-0.245361328125,-1.0101051908984375,0.00041914225097655633,0.012254577412109363
0.0337827205657959,-0.90087890625,0.042236328125,-0.239990234375,-0.9964342182421875,-0.00275318430419922,0.017494870205078117
0.03943490982055664,-0.898193359375,0.0615234375,-0.242431640625,-0.9937488486132812,0.016524800146484372,0.015112918935546865
0.0449068546295166,-0.91455078125,0.04541015625,-0.243408203125,-1.0101051908984375,0.00041914225097655633,0.014160138427734364
0.050466299057006836,-0.908447265625,0.048095703125,-0.24560546875,-1.0040020781054688,0.003103418566894528,0.012016382285156252
0.056043148040771484,-0.910888671875,0.0439453125,-0.24169921875,-1.0064433232226562,-0.001045008466796879,0.015827504316406255
0.06160783767700195,-0.906005859375,0.032470703125,-0.243896484375,-1.0015608329882812,-0.01251418908935547,0.013683748173828114
0.06691598892211914,-0.904541015625,0.049072265625,-0.24169921875,-1.0000960859179688,0.0040795190454101515,0.015827504316406255
0.0722341537475586,-0.921630859375,0.048095703125,-0.240478515625,-1.0171848017382812,0.003103418566894528,0.017018479951171867
0.07756257057189941,-0.913330078125,0.049560546875,-0.236328125,-1.0088845683398437,0.004567569284667963,0.02106779710937501
0.08287262916564941,-0.912841796875,0.047119140625,-0.248779296875,-1.0083963193164063,0.0021273180883789045,0.00891984563476561
0.08828425407409668,-0.91357421875,0.049072265625,-0.247802734375,-1.0091286928515626,0.0040795190454101515,0.009872626142578111
0.09358763694763184,-0.91162109375,0.049072265625,-0.244384765625,-1.0071756967578125,0.0040795190454101515,0.013207357919921864
0.09891057014465332,-0.90771484375,0.0478515625,-0.2421875,-1.0032697045703125,0.002859393447265622,0.015351114062500004
0.10421895980834961,-0.905029296875,0.046142578125,-0.236328125,-1.0005843349414063,0.001151217609863281,0.02106779710937501
0.10962033271789551,-0.906982421875,0.04638671875,-0.235595703125,-1.0025373310351562,0.0013952427294921868,0.02178238249023437
0.11495232582092285,-0.90771484375,0.047607421875,-0.236328125,-1.0032697045703125,0.0026153683276367162,0.02106779710937501
0.1203150749206543,-0.90380859375,0.049560546875,-0.220947265625,-0.9993637123828124,0.004567569284667963,0.03607409010742188
0.12566924095153809,-0.9150390625,0.041748046875,-0.230224609375,-1.010593439921875,-0.003241234543457032,0.027022675283203124
0.13088607788085938,-0.91259765625,0.0390625,-0.231201171875,-1.0081521948046874,-0.005925510859375004,0.026069894775390623
0.13610100746154785,-0.90576171875,0.043212890625,-0.24853515625,-1.0013167084765624,-0.0017770838256835966,0.00915804076171875
0.1414034366607666,-0.899169921875,0.0498046875,-0.232177734375,-0.9947253466601562,0.004811594404296869,0.025117114267578122
0.14662408828735352,-0.910400390625,0.050048828125,-0.235595703125,-1.0059550741992187,0.005055619523925775,0.02178238249023437
0.1518404483795166,-0.906982421875,0.049072265625,-0.23291015625,-1.0025373310351562,0.0040795190454101515,0.02440252888671876
0.15707826614379883,-0.892822265625,0.04638671875,-0.22998046875,-0.9883781093554687,0.0013952427294921868,0.027260870410156263
0.1623079776763916,-0.907958984375,0.04736328125,-0.246826171875,-1.0035138290820314,0.0023713432080078103,0.010825406650390612
0.1675260066986084,-0.913818359375,0.044189453125,-0.2353515625,-1.0093728173632812,-0.0008009833471679731,0.02202057761718751
0.17273950576782227,-0.908203125,0.046142578125,-0.23974609375,-1.00375795359375,0.001151217609863281,0.017733065332031256
0.17804598808288574,-0.90966796875,0.031494140625,-0.23876953125,-1.0052227006640626,-0.013490289567871093,0.018685845839843757
0.18326759338378906,-0.908935546875,0.048095703125,-0.23583984375,-1.0044903271289063,0.003103418566894528,0.02154418736328126
0.18848705291748047,-0.904052734375,0.049560546875,-0.23828125,-0.9996078368945313,0.004567569284667963,0.019162236093750007
0.19370031356811523,-0.902587890625,0.044189453125,-0.2314453125,-0.9981430898242187,-0.0008009833471679731,0.02583169964843751
0.1989269256591797,-0.911376953125,0.0439453125,-0.233154296875,-1.0069315722460939,-0.001045008466796879,0.02416433375976562
0.20414161682128906,-0.91064453125,0.031982421875,-0.237060546875,-1.0061991987109375,-0.013002239328613281,0.02035321172851562
0.2093665599822998,-0.909423828125,0.046142578125,-0.238525390625,-1.0049785761523438,0.001151217609863281,0.018924040966796868
0.2145860195159912,-0.90576171875,0.05029296875,-0.238525390625,-1.0013167084765624,0.005299644643554681,0.018924040966796868
0.21995043754577637,-0.9052734375,0.051025390625,-0.23681640625,-1.000828459453125,0.0060317200024414055,0.020591406855468758
0.22527265548706055,-0.902099609375,0.046875,-0.229248046875,-0.9976548408007812,0.0018832929687499986,0.027975455791015624
0.2306685447692871,-0.906982421875,0.04736328125,-0.236572265625,-1.0025373310351562,0.0023713432080078103,0.02082960198242187
0.23605823516845703,-0.907470703125,0.043212890625,-0.231201171875,-1.0030255800585937,-0.0017770838256835966,0.026069894775390623
0.24178433418273926,-0.909423828125,0.045654296875,-0.23193359375,-1.0049785761523438,0.0006631673706054622,0.02535530939453126
